#CANONICAL_CLASS_NAME "AUTHOR"
com.aelitis.azureus.core.metasearch.Engine "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.DateParser "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.DateParserClassic "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.DateParserRegex "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.EngineImpl "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.FieldRemapper "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.FieldRemapping "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.MetaSearchImpl "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.MetaSearchManagerImpl "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.plugin.PluginEngine "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.plugin.PluginResult "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.SearchExecuter "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.web.CookieParser "UNKNOWN"
com.aelitis.azureus.core.metasearch.impl.web.FieldMapping "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.web.json.JSONEngine "Paul Gardner"
com.aelitis.azureus.core.metasearch.impl.web.regex.RegexEngine "Paul Gardner"
